Date,Price,Open,High,Low,Vol.,Change %,Close,Return_t,Return_next,Direction_next,Return_t-1,Return_t-2,ticker,category,title,description,impact_sign,impact_label,event_count,event_today
9/12/2025,7.9,7.87,7.91,7.85,260.82K,0.51%,7.9,0.005076153,0.002528446,1,0.007662873,0,,,,,0,neutral,0,0
9/15/2025,7.92,7.88,7.92,7.84,187.47K,0.25%,7.92,0.002528446,-0.010152371,0,0.005076153,0.007662873,,,,,0,neutral,0,0
9/16/2025,7.84,7.92,8,7.84,189.70K,-1.01%,7.84,-0.010152371,0.010152371,1,0.002528446,0.005076153,,,,,0,neutral,0,0
9/17/2025,7.92,7.95,7.95,7.86,162.20K,1.02%,7.92,0.010152371,0.003780723,1,-0.010152371,0.002528446,,,,,0,neutral,0,0
9/18/2025,7.95,7.94,7.98,7.92,119.63K,0.38%,7.95,0.003780723,0.003766483,1,0.010152371,-0.010152371,SNG.RO,financing_EMTN,Updated EMTN base prospectus approved,Board approves updating the EMTN base prospectus and filing it to the Luxembourg regulator.,1,positive,1,1
9/19/2025,7.98,7.95,8.1,7.95,134.70K,0.38%,7.98,0.003766483,0.030847603,1,0.003780723,0.010152371,,,,,0,neutral,0,0
9/22/2025,8.23,8,8.27,8,614.14K,3.13%,8.23,0.030847603,-0.025847593,0,0.003766483,0.003780723,SNG.RO,digitalization,Digital well monitoring contract with Weatherford,"Romgaz signs an eight-year contract for a cloud-based, AI-supported well monitoring system.",-1,negative,1,1
9/23/2025,8.02,8.23,8.25,8.02,330.28K,-2.55%,8.02,-0.025847593,0.034317093,1,0.030847603,0.003766483,,,,,0,neutral,0,0
9/24/2025,8.3,8.16,8.35,8.1,503.97K,3.49%,8.3,0.034317093,0.013165959,1,-0.025847593,0.030847603,,,,,0,neutral,0,0
9/25/2025,8.41,8.32,8.48,8.32,283.12K,1.33%,8.41,0.013165959,0.004744967,1,0.034317093,-0.025847593,,,,,0,neutral,0,0
9/26/2025,8.45,8.42,8.46,8.41,168.28K,0.48%,8.45,0.004744967,0.003544008,1,0.013165959,0.034317093,,,,,0,neutral,0,0
9/29/2025,8.48,8.45,8.48,8.39,253.09K,0.36%,8.48,0.003544008,0.003531493,1,0.004744967,0.013165959,,,,,0,neutral,0,0
9/30/2025,8.51,8.49,8.51,8.33,879.68K,0.35%,8.51,0.003531493,-0.005892769,0,0.003544008,0.004744967,,,,,0,neutral,0,0
10/1/2025,8.46,8.5,8.52,8.46,101.57K,-0.59%,8.46,-0.005892769,0.007067167,1,0.003531493,0.003544008,,,,,0,neutral,0,0
10/2/2025,8.52,8.49,8.57,8.45,147.64K,0.71%,8.52,0.007067167,0.012828164,1,-0.005892769,0.003531493,,,,,0,neutral,0,0
10/3/2025,8.63,8.54,8.64,8.5,182.61K,1.29%,8.63,0.012828164,0.003470217,1,0.007067167,-0.005892769,,,,,0,neutral,0,0
10/6/2025,8.66,8.64,8.66,8.48,189.84K,0.35%,8.66,0.003470217,-0.003470217,0,0.012828164,0.007067167,,,,,0,neutral,0,0
10/7/2025,8.63,8.65,8.65,8.6,228.55K,-0.35%,8.63,-0.003470217,-0.002320187,0,0.003470217,0.012828164,,,,,0,neutral,0,0
10/8/2025,8.61,8.59,8.64,8.57,99.43K,-0.23%,8.61,-0.002320187,-0.001162115,0,-0.003470217,0.003470217,,,,,0,neutral,0,0
10/9/2025,8.6,8.61,8.64,8.56,164.17K,-0.12%,8.6,-0.001162115,0.001162115,1,-0.002320187,-0.003470217,,,,,0,neutral,0,0
10/10/2025,8.61,8.6,8.64,8.56,186.79K,0.12%,8.61,0.001162115,-0.001162115,0,-0.001162115,-0.002320187,,,,,0,neutral,0,0
10/13/2025,8.6,8.56,8.61,8.52,397.84K,-0.12%,8.6,-0.001162115,-0.001163467,0,0.001162115,-0.001162115,SNG.RO,project_Iernut,Iernut CCGT contract effectively terminated,The Iernut CCGT design and construction contract officially ends after the earlier termination decision.,-1,negative,1,1
10/14/2025,8.59,8.6,8.62,8.57,147.24K,-0.12%,8.59,-0.001163467,0.002325582,1,-0.001162115,0.001162115,,,,,0,neutral,0,0
10/15/2025,8.61,8.6,8.63,8.59,172.69K,0.23%,8.61,0.002325582,0.002320187,1,-0.001163467,-0.001162115,,,,,0,neutral,0,0
10/16/2025,8.63,8.61,8.65,8.48,595.89K,0.23%,8.63,0.002320187,0.008078521,1,0.002325582,-0.001163467,SNG.RO,litigation_EU,Action filed at CJEU on CO₂ rules,Romgaz brings an action before the EU Court of Justice challenging new EU rules on CO₂ storage obligations.,1,positive,1,1
10/17/2025,8.7,8.65,8.71,8.62,353.79K,0.81%,8.7,0.008078521,0.002296212,1,0.002320187,0.002325582,,,,,0,neutral,0,0
10/20/2025,8.72,8.7,8.74,8.64,249.94K,0.23%,8.72,0.002296212,0.029380644,1,0.008078521,0.002320187,,,,,0,neutral,0,0
10/21/2025,8.98,8.72,8.98,8.71,280.70K,2.98%,8.98,0.029380644,0.025289968,1,0.002296212,0.008078521,,,,,0,neutral,0,0
10/22/2025,9.21,8.99,9.25,8.98,356.30K,2.56%,9.21,0.025289968,0.01615544,1,0.029380644,0.002296212,SNG.RO,ESG_strategy,Decarbonization Strategy approved,Board approves the company’s decarbonization strategy aligned with European climate objectives.,1,positive,1,1
10/23/2025,9.36,9.26,9.71,9.26,911.17K,1.63%,9.36,0.01615544,0.014846508,1,0.025289968,0.029380644,,,,,0,neutral,0,0
10/24/2025,9.5,9.41,9.59,9.39,351.50K,1.50%,9.5,0.014846508,0.027000602,1,0.01615544,0.025289968,SNG.RO,rating,Fitch rating review,Fitch again confirms the BBB- rating with negative outlook for Romgaz.,1,positive,1,1
10/27/2025,9.76,9.64,9.76,9.61,480.63K,2.74%,9.76,0.027000602,0.024292693,1,0.014846508,0.01615544,,,,,0,neutral,0,0
10/28/2025,10,9.76,10.18,9.76,1.15M,2.46%,10,0.024292693,-0.015113638,0,0.027000602,0.014846508,SNG.RO,financing_EMTN,Second EMTN bond issue subscribed,"Romgaz prices a 500m EUR, six-year bond with 4.625% coupon under its EMTN programme.",-1,negative,1,1
10/29/2025,9.85,10,10,9.65,609.74K,-1.50%,9.85,-0.015113638,-0.01534557,0,0.024292693,0.027000602,,,,,0,neutral,0,0
10/30/2025,9.7,9.85,9.85,9.51,250.85K,-1.52%,9.7,-0.01534557,-0.014538158,0,-0.015113638,0.024292693,,,,,0,neutral,0,0
10/31/2025,9.56,9.69,9.7,9.56,291.96K,-1.44%,9.56,-0.014538158,0.013506699,1,-0.01534557,-0.015113638,,,,,0,neutral,0,0
11/3/2025,9.69,9.65,9.7,9.54,263.39K,1.36%,9.69,0.013506699,-0.0062112,0,-0.014538158,-0.01534557,,,,,0,neutral,0,0
11/4/2025,9.63,9.7,9.7,9.62,379.79K,-0.62%,9.63,-0.0062112,0.0062112,1,0.013506699,-0.014538158,,,,,0,neutral,0,0
11/5/2025,9.69,9.64,9.69,9.64,118.86K,0.62%,9.69,0.0062112,0.00103146,1,-0.0062112,0.013506699,,,,,0,neutral,0,0
11/6/2025,9.7,9.69,9.75,9.64,413.76K,0.10%,9.7,0.00103146,-0.002063984,0,0.0062112,-0.0062112,,,,,0,neutral,0,0
11/7/2025,9.68,9.7,9.72,9.62,206.16K,-0.21%,9.68,-0.002063984,0.001032525,1,0.00103146,0.0062112,,,,,0,neutral,0,0
11/10/2025,9.69,9.7,9.74,9.62,182.64K,0.10%,9.69,0.001032525,0.016377029,1,-0.002063984,0.00103146,,,,,0,neutral,0,0
11/11/2025,9.85,9.74,9.86,9.74,224.31K,1.65%,9.85,0.016377029,0.013111635,1,0.001032525,-0.002063984,,,,,0,neutral,0,0
11/12/2025,9.98,9.86,10,9.86,402.84K,1.32%,9.98,0.013111635,0,0,0.016377029,0.001032525,,,,,0,neutral,0,0
11/13/2025,9.98,9.99,10,9.98,179.45K,0.00%,9.98,0,0,0,0.013111635,0.016377029,,,,,0,neutral,0,0
11/14/2025,9.98,10,10.3,9.95,984.58K,0.00%,9.98,0,0.013930574,1,0,0.013111635,,,,,0,neutral,0,0
